system:index,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
000000000000000000b4,21.48422098777861,30.775864914137472,84.06954607942345,26.879294500334346,20.838771668225842,20.79424847124808,26.18679346856538,11.30091009547757,15.700503257239296,13.7093778375178,10.320103255017491,13.886872179112919,12.952037459624583,0.0,16.126170976304017,17.77294109988091,13.038002682230326,0.13461205935796472,0.013924763866401683,39.80268899425014,1.353368669258231,0.17269782020036015,10.754101690782019,134.0494555529877,130.19350033794387,115.67144680834984,07062,07,062,Ostuac�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,0.44406373245911024,0.0,0.03314994146239083,0.40599104143538567,0.0,0.0,6.308585345670114,2.0203074314309366,0.10921136388238871,3.973966354694006,0.0,0.0,4.7579632564160805,0.0,2.7603604686035004,6.8329328942895176,4.705493474456499,0.0,0.1431794436472767,76.09790552280982,11.294532532661965,6.5009747151308845,17.212746418647047,71.02340013156146,70.22361020382095,123.10637386130085,07063,07,063,Osumacinta,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,16.752486049665805,25.876854651504086,65.78501348184724,23.744585025421674,21.039503718311693,19.032456748042815,25.253574735912686,11.652569488489823,13.780023796713984,11.77128953274221,7.222459149434758,10.286427500179412,11.423620736219206,0.0,18.54335773971566,15.648216125205979,14.126849109754142,0.2343710405750616,0.06667549446190434,45.89825710619524,1.1324638265135127,0.0,13.89006109522958,174.47569030736335,170.22299502186755,131.43089473738445,07068,07,068,Pichucalco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,10.696614639063856,14.803825204402262,24.976170118464985,19.71805544616072,15.235390950614098,10.092350773819872,20.463546339215878,8.153806632661222,6.810748429545778,9.613308845137869,4.804506382063591,4.857129253940208,9.397812350278251,0.0,17.726439530366434,18.422171766310353,5.260932166589182,0.0,0.0,44.36839075713071,1.0623152613213322,0.0,9.941730103467146,121.97883419316655,127.61623073434575,130.40260471726148,07073,07,073,Ray�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,7.794282059127864,7.836147953370574,18.408840279543732,9.441089085332909,10.673169809541886,0.4713946659347307,15.722734744381752,6.969401475097469,0.0,7.440187600640986,1.7363318428871737,4.143610489659502,6.8521586675552815,0.0,1.6246328954298186,7.391002206892788,4.46002529045832,1.0608824430757267,0.6505238670705483,44.59218686826393,0.7060223033378837,0.0,9.91622865048184,52.92916600588086,108.91706772164427,80.64088899884257,07074,07,074,Reforma,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,0.09064536359286801,11.130823823391289,10.13380133729505,8.770070552307063,6.724669697235406,11.579521451603469,26.911255634129372,10.449660026209916,14.368585306879483,13.86310772745342,0.6386173427818389,7.878776249351126,9.33452897959098,0.0,43.815501244400224,17.782924547735746,0.0,10.472031816434807,6.573837640884781,64.24231205577557,0.7840983167825767,1.99966642698344,8.576503080953321,74.40078094293553,123.42298157352617,71.9115089358391,07082,07,082,Sital�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,0.0,0.0,6.4514058029253825,0.0,1.6567318822859316,3.627990458533577,4.250424957249161,5.492642371699099,0.04777900884996896,0.31927223663693777,3.880282662838949,0.0,3.0038789886671147,0.0,3.9500093067800512,24.726807550852968,0.11575124042568338,17.34673660580475,2.6400712711451733,64.03087282252913,9.471583900322265,13.48596876791907,37.860858114420566,110.83595534869501,53.808597295591134,77.62015645391214,07083,07,083,Socoltenango,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,24.228057798792104,38.22732125806737,51.915074552580066,34.15266188423964,28.407425336439815,29.209964497434044,41.50564981572852,22.86681095978187,30.67143531332428,17.87309832224725,17.18807881333256,23.7692618901257,15.856789188129179,0.0,42.28954025299112,0.005311551719318226,34.896985538670265,0.0,0.0,69.72418139832185,1.461462293269915,0.0,19.94962804896643,197.5205903223836,200.20879978927522,180.40739210032137,07084,07,084,Solosuchiapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,4.927724847393836,0.0,0.012095272041366487,3.5854135347697547,0.19872500082689848,0.0,11.233930250841702,2.4579663402306107,0.0,4.11548402495013,0.0,0.0,5.478916365800503,0.0,6.65220722238907,12.560622495543322,5.260357980099982,0.0,2.3888747654989095,63.619159273383865,10.719520677920586,4.504202292208186,23.559983619530048,72.0851503606328,83.45212406626719,120.71525765207714,07085,07,085,Soyal�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,0.18325086142011518,0.0,0.2182712454755767,0.0,0.0,0.0,0.010763077351696938,0.07167843834221276,0.02438625951126785,0.0,0.7211628814646353,0.0,0.007770494016985816,9.012727995762656,9.889316571209795,8.045318822553975,0.10951643230534401,6.937955074951427,5.665605231198825,28.887080319730345,58.7991317373305,78.6913371220474,94.59233340000789,210.5410408539991,165.38889165238112,85.28297981034983,07087,07,087,Suchiate,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,17.52957452459463,27.81011085878687,71.6932408271183,23.35998248557988,21.351883687023598,17.550317604155634,24.639609793142967,9.894512885038424,13.241737316125924,12.124188926209312,8.434354839494999,11.599410638766694,12.231346515808559,0.0,19.03487192884774,20.842840661918252,11.697112018250781,0.0,0.0,40.18034069481435,1.0843069344360443,0.0,15.864281039358426,165.29267149127435,173.94213185303283,126.09277420695788,07088,07,088,Sunuapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,4.2630043086930565,0.0,3.121504393335802,0.0,1.5780597729299677,2.9580603554230036,2.9835173931606276,5.8939937663311435,2.539441711800837,0.0,2.8956918196720225,0.0,1.7547090273326487,7.740515360165801,6.086069600595324,7.64885723404047,21.478978916821426,17.41561629402305,13.13455767467202,63.38483411848417,67.16422951286854,105.92635677522101,101.45430055689248,239.50484700251837,172.0432680792664,97.28118009786745,07089,07,089,Tapachula,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,2.4125103238950736,0.0,2.4971515441805585,0.0,1.1841287164490457,0.0,0.0,1.0060685617318426,0.0,1.2925242667371128,4.663443038624185,0.8454134013368677,0.7239387018075261,0.0,4.617745226019404,52.53018036067673,0.0,0.2442120388999504,3.772785185779315,177.53343042363772,47.43558804951802,74.26002250903629,83.1846592831488,231.39369126107405,192.50422760439662,189.04970103718458,07120,07,120,Capit�n Luis �ngel Vidal,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,19.451456258480366,32.84083876389724,39.44997947399433,26.564082750173718,21.058354660914496,19.682143944960373,28.109474950937123,14.850263646932747,20.816987025187565,14.169726943969728,13.878210854163537,13.614643091055063,13.181951992328353,0.0,33.25935306228124,7.25173247850142,25.340700246370755,0.0,0.0,59.83911362084059,1.2904288504673884,0.0,17.07070035494291,157.5824837816679,148.54102241809554,160.14960121741663,07091,07,091,Tapilula,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,4.747948765396282,6.5454135622092195,8.149326145541432,2.445106208145224,0.5279424464351358,0.5531349984981607,13.485684185521256,5.938353205329311,6.16652931940534,5.22479066114718,13.573473897958046,4.693672831633402,6.12074199041113,0.0,38.09833237586596,23.798080533408562,0.657721679467289,9.046631337645822,11.782227634595088,48.70715897718149,1.7052674080977148,2.7551377187345802,18.198984070850717,82.95018221410155,114.87376612722336,86.96959047466606,07093,07,093,Tenejapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,0.0,0.0,0.006519368940571185,0.004208338054406189,0.0,0.0,1.7779279296373407,2.3361504303955285,0.17820005383871002,0.0,2.028645269928506,0.47272978653957265,6.5962720375985,0.0,5.632685764848051,20.79511596031396,2.6273656828593217,11.178928273606875,1.2088263382961177,41.03501039962041,17.608662374539357,20.379943207638483,27.18634815100567,121.95527213535502,88.43331336348112,93.81026074267587,07098,07,098,Totolapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,7.5054685784809605,19.309455961775964,22.496195667509916,16.690149638600793,8.633773605256897,14.776043566818487,24.198332437417807,12.388372616707663,15.103822063222681,11.550118098987094,7.091029784504225,13.491176097866584,10.92072457725227,0.0,42.45110375577869,7.102975675602305,0.0,0.0,2.804660656148339,74.25124385219974,0.9246249416186533,0.0,14.359886075681171,104.44634958523422,163.38166076690817,88.31535513242267,07100,07,100,Tumbal�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,5.376377107515677,0.0,5.301732356246342,0.0,2.088683588067615,5.567756846631632,7.454012467865682,10.07785905106081,8.66399150624843,2.9447230652735223,5.564438897405094,0.0,4.845810963210626,15.489468231994396,13.438110011596308,0.02235790169560165,49.24068542329034,57.32950202278469,21.263621292402703,79.79722383297232,48.45647917803384,108.12034090795679,129.62741828730967,235.02949788214352,193.26841185268694,89.28401381487204,07105,07,105,Uni�n Ju�rez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,1.3424939110775127,10.220104741090097,9.167949858927887,3.5156110369919134,3.144449261210909,0.24286179894568943,15.801412118681327,7.93014752496809,12.555159473099165,10.602297245256056,5.162910078355931,8.52877212626822,11.606248616852223,0.0,53.50366582605463,24.56546116950516,1.5343918179505627,14.586428978939189,11.075922590934194,67.09406693284556,1.0367153323736769,3.4697706740974588,11.228603966924172,75.29043062965344,113.71402303580473,79.9177886722872,07112,07,112,San Juan Cancuc,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,8.571467886937347,15.084104876161145,11.231506440082835,13.76980711605055,1.0091345446750455,0.747824599564338,14.849811864844503,9.056040438261325,11.394587308824851,7.739307157793758,0.7763284964708504,6.664768573996253,9.222380583506848,0.0,21.425114488680457,30.97215486900052,0.1413826375280708,13.342060517634588,5.939769167206885,62.6375895315855,4.487690134195503,2.678843824873937,23.055721415297047,88.91816385412005,120.55521336526073,96.6287112803186,07113,07,113,Aldama,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,10.574661327952724,23.071105029028075,19.61253171650987,10.342812479019369,9.488914120071357,6.530189032845174,13.63188683237392,0.2647144260941797,0.13304773128575875,6.215231127958263,2.92067367844057,2.709602197630406,0.0,0.0,12.639696637577389,0.11644644749797768,1.2912083116339437,25.344327772736055,6.941051290455297,34.842495094558096,17.19709465208818,0.42074722900752914,43.458482139177484,177.7159496070151,124.69453995246381,86.87219958434603,07114,07,114,Benem�rito de las Am�ricas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,2.777598939775244,11.102580906444993,6.372404433770875,0.0,8.473434040709185,5.664080283835294,13.287632820379999,0.0,0.7970751865373861,14.195029584877277,1.1165236977355684,5.51273703431817,0.9686201202250081,0.0,9.36897268383966,12.895794625936688,12.926453248069441,22.123538715637718,0.889230400259887,59.65427752349634,5.258551622317451,0.04521898703290547,46.16236066828474,181.55591306342444,177.4984387433186,140.42675662122608,07115,07,115,Maravilla Tenejapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,9.112866108262315,20.22588071909884,15.289430543100572,7.866006896075441,9.49154186755923,6.530101136144526,14.475251755245159,0.5301633613162137,0.0,7.518244445415595,3.5034857154625745,2.6248740195494813,0.0,0.0,11.521398940189014,0.14063155805565103,0.7497523657057239,30.392466048959697,7.124132580600722,35.39839650217855,16.0707629278096,0.1668583449188225,44.83019594337193,186.85608480637765,144.38619713123978,91.75488744864766,07116,07,116,Marqu�s de Comillas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,2.1602744821642266,0.6753924320118209,2.823940752680463,0.0,2.6698808850114184,0.0,0.0,2.6973726306921986,0.0034695972603433862,1.2560771970335716,4.995175239492635,1.305426073856041,0.6131296129919047,0.028583470217237984,5.005528466003908,40.9475818380342,2.697382060091166,4.3253365992383035,1.7498277657484282,126.31365087551589,39.830515293941005,51.97611687697067,73.14900165084374,216.28800585454186,165.99945279446362,182.68175641770108,07117,07,117,Montecristo de Guerrero,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,9.323539634545645,18.547824209644684,21.08050497089114,20.558606020041875,8.601991971333822,7.743158832902001,18.111780282996953,8.194432847556614,6.3763741850852975,8.585411100160508,2.449943461588451,6.468196958303453,9.584222041425253,0.0,23.922578968152052,11.919135976638204,18.220352713550845,0.0,2.1989862180891495,72.72097455213469,1.4844653255173141,0.0,16.310011957372943,91.03931218243783,128.49676063514892,97.99739011554492,07118,07,118,San Andr�s Duraznal,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,11.983406783561028,20.418007284931882,27.012436223453317,20.938788287032988,15.244643564760333,12.781738390583964,23.71770478987835,8.663495809368834,8.970533724367264,9.743991485008827,3.7977824514434184,5.723771656758688,9.504429571727325,2.633884644367286,18.32934799098228,11.55942966441139,9.957030365452963,0.0,0.0,43.55522803732982,0.8787015748799907,0.0,13.014374350655007,123.44643075226327,123.18334685415913,124.32142227076919,07121,07,121,Rinc�n Chamula San Pedro,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,1.7305892087654056,0.07894117915973116,3.6500735299401894,1.065077486256568,0.0,0.0,10.140744719388513,0.7888574049241754,0.0,0.16897410820848263,0.0,0.0,6.870966573746694,0.0,8.301509564780135,17.05841355252177,7.464557736064679,28.699349647639785,0.7495114023820025,62.72884608603641,24.555967304780204,39.36558052754631,28.23960607602828,131.73473533273886,87.56377669289725,140.01206737712297,07123,07,123,Emiliano Zapata,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,7.7553798895808335,12.162808533194847,71.74935088544895,9.766705293870364,7.232945949147473,7.814858978280907,17.206592869902167,6.712963462041562,1.8976435318246416,7.550903609933834,3.757783824911231,4.100402167683788,10.735855342319612,0.0,8.179043719425085,8.349264617554237,12.64350769198454,0.06052818021528402,0.9787389421529271,34.236341195061385,2.5766691398856194,0.910055493395583,7.392250977126429,101.2843066531051,109.04067035146163,126.41108838459473,07124,07,124,Mezcalapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,0.0,0.0,4.746562283950838,8.838879983988624,5.156049758726973,6.666414272670259,4.152658690460376,0.0,8.459177230468732,1.7722942817291252,0.6666977504627974,0.949518488341871,0.2082210613766714,0.0,5.163309428651379,3.0557221281877524E-4,0.20324905568871482,0.0,0.0,1.2126818263102312,0.16050099752776856,0.008664058238973125,1.0687898305243928,1.6115430653456566,1.4529769927689875,19.958078679410196,08043,08,043,Matach�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,1.1001095735293835,0.0014624086811660887,0.625341123951881,1.8643187917772726,1.1885231554791493,1.7113759929135508,3.718934444882582,0.8562528729643712,1.5397979125142436,0.7569554339559775,0.7926887002383596,0.12176559644345628,0.41167433214526356,0.9052117973617292,0.3721758530711305,0.7752473306591542,0.536061969156549,0.0,1.8605712000572567,0.8766827711324875,0.04533472174807021,0.7883555561029849,9.79704704900906,2.1908325973617715,1.5450382503174305,12.778115466796113,08003,08,003,Allende,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,0.7221496517289925,0.1314757763861298,0.7328775458305957,2.530441744667578,0.8213538478239398,1.9543014396466154,2.684476666841523,0.4980787556228249,1.791726999746436,0.9093218589384718,0.7831542237358455,0.3653955553474092,0.24996309662709515,1.5004850582266833,0.3522203004868527,0.9015471848076262,0.4460884194258441,0.0,2.759855164841258,0.9674912637814499,0.059272000910007706,0.12944043133473576,8.473775639252294,1.8680861170277505,1.4068843474799058,14.281466013462259,08014,08,014,Coronado,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,1.028076955789684,0.0,1.3932527437327904,3.4894802000304566,0.035435718889783904,1.4598209082846794,3.277700193614527,0.10620956940250041,1.5096704661186073,1.1483429123187114,0.20091919517129125,0.0,1.2287209706199944,0.2136451501551388,1.4342728188194998,0.27054638001942255,0.6603877594977666,0.0,0.7461882191379152,0.9242372607616309,0.29952376357104177,0.7619210888647217,7.365123635477486,1.4261990080054794,3.8375073240089614,10.922169618518913,08061,08,061,Satev�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,0.8137955776071356,0.0,1.0550202704118896,2.6279939018804446,0.2133127916010948,1.2300791977121812,1.9230640067179092,0.11441202474607794,1.5078173949161906,0.5591371308014903,0.5082652032648817,0.08844829878343674,0.7690422050730857,0.7790617523940838,1.0855667365018815,0.27654561450921544,0.45347458717126615,0.0,1.141370852815184,0.6606786333191792,0.14833728089032994,0.6684778657746492,3.001983609948764,1.844509438096658,7.967041118530087,4.555513676640756,08062,08,062,Saucillo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,0.0,0.0,6.9230711833497764,15.000052163473574,3.875930508992689,8.778106231815327,5.196348419127257,0.006788479141567065,9.012859437855136,3.753710172588042,0.6387587838069254,2.2118296489330547,0.41376060358189654,0.0,8.458913317101246,0.2612698783152701,0.009774920371748647,0.0,0.02179280379099876,1.0643606530337468,1.008814725055088,0.2581555361392336,0.8687150333742182,2.65988287048847,1.2655274023595067,32.90760662651951,08063,08,063,Tem�sachic,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,2.602339096760466,0.0429824956230396,1.164001530675229,3.657319950820545,0.15491844495813756,1.4196153896195713,3.4594289454971574,0.31540804911858805,1.538902483279349,0.9045089128436732,1.1135149534867161,0.0,0.5289227028246741,0.43852376196357246,0.6064596796934358,0.5526655226892238,0.5759030818762573,0.0,0.7246554697657898,1.3035918934623494,0.0625499924015277,0.3692802186987757,6.803109797758302,1.2282313073813418,7.018626031847525,6.554194001084111,08067,08,067,Valle de Zaragoza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,1.1793147593608417,0.030194600084855385,0.9971206583356199,3.420854110887698,0.8308622618194338,1.1431518237658234,3.599699533816213,0.7125923167619146,1.4812073668277954,0.9493271665734423,1.416109157179636,0.04624145049310196,0.012132191913398342,0.6976936683536208,0.44441820657488074,1.2464911524865654,0.5158903094849767,0.0,2.56808420050022,1.24637544079817,0.09213356684017214,0.34709447608657196,7.689626646098621,1.7579318961666666,7.47903541190212,12.537599976482076,08044,08,044,Matamoros,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,0.0,0.0,1.0695947268525887,2.8617739812092093,0.0,1.0059528731330616,1.5928298391996851,0.0,1.577443163318253,0.5078534406826964,0.3634164076697978,0.0,1.0098842990601586,1.4256909106109357,1.6064792338756106,2.1552289868114117E-5,0.38699062278716234,0.0,1.0268835724957341,0.2346877679349282,0.40932658709943465,0.5781639220554989,5.906192000631847,2.4954653980331383,0.0,10.577955575925433,08045,08,045,Meoqui,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,7.9024289425051055,1.2061891811983352,5.484679230184901,9.855110053174203,1.1904051662634392,12.023390062389856,14.646099392265274,0.0,3.2858140532024867,6.299209107507671,0.7351562994485509,0.23843492673473743,0.12043741648477532,1.3251545315996014,4.363453832553735,0.007870045374303745,0.02616385534946855,0.007454516223897235,0.32057617741092675,1.2993280119716173,0.16822147011753935,1.7975293088820383,6.403690150398937,3.951919304637595,9.04868627662328,38.21006601204062,08046,08,046,Morelos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,0.0,0.034475582574563936,3.2324000733989124,18.07235526036661,3.8100541426835304,12.092692193023602,5.441905324802285,0.10381941947887478,3.959979007582254,4.067754803075775,0.5548340796664439,1.0167473512149534,1.4664280266721816,0.3775053529891918,8.129032923507776,0.5936724272794778,0.0,0.0,0.0024796368513888,0.6172187930363252,0.9991532230008837,0.0,0.0,3.042630437217417,11.855310089056394,36.75621997199824,08047,08,047,Moris,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,0.0,0.1672112252724848,3.1483068198706357,3.7681740344544097,4.561754895059666,3.9049738726295353,4.033366149174381,0.0676774783221767,7.215027617545507,1.1717402954502272,0.38042412387880686,1.9301018382521438,1.289242099781265,1.9915616864583848E-4,3.0979574047333007,0.3859577564622642,0.40845335518815834,0.0,0.030722107492884846,1.6849718690948352,0.30478967051816125,1.1392127197340078,2.714659162052189,1.675752513610945,0.01429810237699954,18.9543758865752,08048,08,048,Namiquipa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc,0.0,0.05480794729462237,2.6786814782857666,2.9106930731032863,0.42567344340859126,1.1213713297400187,1.9062375336702342,0.010554215575373446,2.566845599474439,0.5585764296332755,0.31313881491112194,0.5770176654992483,1.2364120734362565,0.8886321654278346,1.2571529017632588,0.04301106847101177,0.5633070630398146,0.0,0.47667792885049515,0.5846868524311024,1.1023359461665125,0.16910033693780435,8.683060153842893,2.8652453691220017,0.5306855792599505,10.925649944095133,08002,08,002,Aldama,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,3.446680210440021,0.03315723168188569,1.0136316785094006,6.010942911693091,0.5772549669431793,1.732549054078493,6.111956375270049,0.8840565085814354,2.6090770501493874,0.2793871784027386,3.3957289108753645,0.0,0.0,0.659136274287601,0.3309210887931043,1.4037275917199648,0.5860487131866511,0.0,0.8261794742561432,1.0791161514291048,0.1083675746125013,1.6315767906730545,8.494922702679188,2.474487161986434,7.484587640121387,10.671022902752402,08059,08,059,San Francisco del Oro,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,0.7594526600988186,0.13765068412178905,1.3892681417653174,3.5175422872784456,2.7481615315835732,4.476440130445988,0.5156698267996928,0.006907612828158088,4.273846557912219,0.7870236808450511,0.7201837234618569,0.7560091050775449,2.5686649257795113,0.9933094793525555,0.6147073045796668,0.7755327989233446,0.6848064667526729,0.0,0.0,1.2551823789638086,0.0,0.025635104061576812,0.6370407760576954,0.8147947167239313,0.20068777848093988,6.880780353484279,08037,08,037,Ju�rez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,0.0,0.26862027232832053,2.841074753047608,3.5287331715418233,1.7591264582827673,1.8335245930103958,2.9526508626648704,0.039765625920916155,3.6749217114811947,0.580037613018267,0.45986545914916827,0.2687083374785723,1.8235065108450448,0.3025510696732483,2.2767368941750017,0.09167095802006904,0.7236371121497641,0.0,0.26657999307915275,0.6714513328831578,2.261341582286545,0.1029710429680563,7.817242387571093,2.1789402232867547,1.5582290607466038,16.435420576490912,08019,08,019,Chihuahua,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0,0.0,0.0,2.7548103600360787,4.314074739377211,0.3410180811669417,1.555993184943203,2.30949910341934,0.0,1.8897475450993722,0.09083707174108287,0.42172177278312145,0.0,2.464985092240534,0.5192666344107336,2.334924260902664,1.6238104552922683E-4,0.1627266437432189,0.0,0.034493316031375516,0.1339242353563321,1.6567028061350346,0.404177832518034,7.416409712156674,1.9323816293578273,0.3350519666246548,16.905838953271797,08024,08,024,Santa Isabel,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1,2.04175740798607,0.033371472572654944,1.5007210725115239,3.731714946975152,0.0,1.9845687297155272,6.970114435487996,1.0975575704921294,1.6800006996211074,1.037342171966893,1.0635529615969033,0.0,0.0,0.24970012530170171,0.7615992372978201,0.6245984939237511,0.6395228503831677,0.0,0.6702945726125186,1.1402486431203682,0.14168509755993608,0.0,7.13539967770627,2.95080028270641,1.651104529003805,11.59167283172713,08064,08,064,El Tule,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,0.0,0.0,2.1103068251302446,4.422935172696566,0.8238074610144969,1.587435983959402,3.0403250334712935,0.007101088167674397,2.2786485245094004,0.037563406043710286,0.4013319616123294,0.16181789517951525,2.044282677559915,0.006473512627058611,2.7027675219748977,2.854552192450692E-5,0.3988755237138787,0.0,0.19679991883605344,0.5274412680258643,2.6817685207550124,0.010724307125896984,5.004334839883802,1.88614793581529,0.0,18.104748707804553,08026,08,026,Gran Morelos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,5.461410790765641,0.4901911080448994,4.031865063134426,9.758394267134125,1.397752526694115,6.97375013962689,11.685065329743416,0.6074551887004693,1.1935341976829572,4.621319075539349,0.34094760782642114,0.004695599270600698,0.23168269485005924,0.304428413779679,4.258666738047784,0.0028306689610406947,0.7767581097454518,2.4126729637967333E-4,0.5379978726470853,1.6222171877877651,0.14730448449358063,1.0137301375116492,11.152151480380203,5.845610878882575,1.2885736924396791,28.736815200353156,08027,08,027,Guachochi,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4,0.18419096485724615,0.1171605147733201,1.8427207565788766,4.405776277185519,1.4594142095657003,4.061845039893873,1.920816699889619,0.1597184921904623,4.702883669572442,1.066441903221389,0.6582066313214736,0.7647753462584292,1.7006149825701358,1.4868219921427046,1.997876824318482,0.8401698340165419,0.7506746500321961,0.0,0.061850484045062194,1.1119290182193415,1.336575432312573,0.0,1.6159469486710225,1.9350339501264824,0.0409498670889385,9.128774251232139,08028,08,028,Guadalupe,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,0.5991496082744765,0.0,6.766142819849086,9.894593650436677,3.64611216874249,10.186291362683676,9.228884918995659,0.10773884190922285,3.163983683310074,3.6001821004957577,0.15813226234244732,0.9589162208970664,2.4473634645087867,0.8207119603213305,3.365955348081973,0.0010660565268711235,0.79344666168753,0.08376266593426726,1.0344264721224268,0.9853025189419012,0.6642223785022116,0.5516092355061418,2.0832589180138954,3.5943461267566748,7.358558184643408,52.42946380814968,08030,08,030,Guazapares,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,2.5560383605611112,0.19407931702061665,1.1995685041691995,3.4350176660104847,1.258794076361785,1.6468409284925927,4.148111894117416,0.5816455435457714,1.5351915577972866,0.6902611400617388,1.8900700209087613,0.006137820523722192,0.09353470015346854,0.5638128660206913,0.254898029120514,0.834552454102117,0.4529146029952592,0.0,0.5833057105965258,1.5615996186917125,0.012043088314770946,0.8009072580253117,8.24657485759795,2.05787867408974,9.196236100507747,9.73582991609759,08032,08,032,Hidalgo del Parral,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,3.128607550422482,0.062273167460108914,0.993058731367158,5.107313323437099,0.19369359095428917,1.7528272692444897,5.663239650852375,0.7501600080054531,1.8826215872840277,0.9407999852684941,2.295514419263989,0.0,0.04497098024814847,0.47418767220606656,0.3314334373988773,1.013233787955256,0.5666003307902961,0.0,0.8995958046387817,1.4468034672698227,0.055021720893502934,0.14907918279755428,6.713280810545043,1.9895252179311218,5.8735946167760815,9.40786519311152,08033,08,033,Huejotit�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,0.0,0.0,3.4954303598258463,6.521224705007494,4.8834583362491335,8.310696437368806,3.254563843738575,0.06487569864524358,12.392474907715084,2.2202774127596108,0.16826919380095043,1.624295882294041,1.453803538340555,0.0,2.5417149350156105,2.4230778062936054,0.7581138293250768,0.0,0.06040114615813124,2.4910006411289536,0.12025722461427912,1.0905018116067726,1.443108368786034,1.271585056268283,0.8169119307230965,19.523243706159036,08034,08,034,Ignacio Zaragoza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
