system:index,01,02,03,04,05,06,07,08,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
00000000000000000507,8.323510276108253,3.2549293436655184,6.540824216458856,11.316742277308938,29.34354720486374,156.02112299785384,202.70903395908638,107.61061612818301,20144,20,144,San Francisco Jaltepetongo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000508,6.986394835145849,2.6484721102996875,8.528981288796976,12.27729385135401,33.035496852017545,162.56492267980386,269.07507271201985,126.8790270046968,20172,20,172,San Juan Achiutla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000509,0.5642747497558593,4.689117727279664,4.800022258758545,27.867922348976137,18.498033182621004,144.28812098979952,119.95016378402711,100.94646333932877,20145,20,145,San Francisco Lachigol�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050a,9.74064558869914,6.482730258138556,8.932087058770028,34.94105829478388,29.068195345605677,175.47068678391602,237.91098275812047,154.96480716388476,20531,20,531,Santo Tom�s Mazaltepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050b,1.472835838794708,4.651094953444871,0.32739522782239044,4.869153751737691,11.083381997310259,191.7919730307026,103.7996032942425,92.13272769393568,20146,20,146,San Francisco Logueche,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050c,12.630090125401816,5.811093501555614,8.335793431599935,14.137645206390284,33.923983634740885,180.75173250834146,285.3445704337878,126.95097981064748,20147,20,147,San Francisco Nuxa�o,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050d,10.996818270481807,11.763942906554314,7.483674764633178,7.6292915769585985,19.276954901610182,320.6692719828914,195.9373612985924,161.65378885481837,20148,20,148,San Francisco Ozolotepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050e,7.133982071916548,3.20193744220322,14.057481576212874,42.20820144050011,26.489041091592835,166.99888126448477,176.64495629029307,116.15821648637454,20150,20,150,San Francisco Telixtlahuaca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050f,9.317823193114988,2.377219751417076,6.717846466747301,12.00718400733167,32.70024615115064,153.15697369460784,222.7789448074505,51.073791892359274,20151,20,151,San Francisco Teopan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000510,0.12630178820755747,2.4685310986306934,0.18481425444285077,15.945999002735865,20.211804512474274,129.994177048405,116.61140847206114,107.09303381707933,20157,20,157,San Jacinto Amilpas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000511,3.660491158720106,0.3298037179435293,0.030752065358683474,1.0098914444630889,3.906947498871887,417.69257200198865,162.3694700555255,76.51587213606885,20248,20,248,San Mateo del Mar,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000512,0.03679099267358939,1.994051554145954,0.0,3.7954216071749265,20.04605706727637,189.66638621967806,241.05682997150322,255.2586777219017,20158,20,158,San Jacinto Tlacotepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000513,5.031585111859862,4.100991569872704,3.6793737033656586,16.63363040199654,22.60182154707599,214.97496581530993,216.54666691347842,144.37435433868373,20162,20,162,San Jer�nimo Taviche,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000514,1.8779721942680012,0.0,3.5949585729614832,9.193045495135934,46.42781438520836,106.99406171695202,243.25451896002681,135.62627834669038,20164,20,164,San Jorge Nuchita,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000515,12.10551267624286,5.72374319097312,5.622275075012275,25.81092706690541,23.91931082574578,136.959203044317,190.92363654167818,59.365185890179966,20176,20,176,San Juan Bautista Coixtlahuaca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000516,2.1170663278569624,0.6403272404241814,6.391587237201672,7.879986407245122,42.15500481986495,94.4387918793493,204.83753984441205,76.19001134962002,20165,20,165,San Jos� Ayuquila,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000517,6.466898089501916,8.05891311459425,0.0,7.163862470810007,17.818834207891452,232.98326506653453,218.60031464429403,160.35677634676298,20167,20,167,San Jos� del Pe�asco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000518,0.5008334322731094,1.7624026285146326,0.8316121583331142,12.793101471765796,16.879718489010543,159.95321852322854,126.4055515917221,81.79499450188266,20530,20,530,Santo Tom�s Jalieza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000519,141.8106346092527,28.535043815666615,88.66348162656108,71.9363619486491,17.544497006889795,376.61008601637,646.014065387598,447.1894397296182,20187,20,187,San Juan Coatz�spam,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051a,156.93901532615922,26.074863242722074,69.28422474797654,67.92332038295092,17.118877767024692,446.05492763349594,753.93307251471,588.1149780709006,20171,20,171,San Jos� Tenango,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051b,6.225975342394594,3.6105987220528637,1.711012107395925,1.9011377129839666,9.215677735478494,191.57958107456298,314.91501177639685,300.3444030362942,20188,20,188,San Juan Colorado,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051c,34.88948872490847,10.847929311781815,21.14228959181874,68.4345618930879,29.947523939010413,259.3046426113017,315.77587834379517,190.61170728581467,20173,20,173,San Juan Atepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051d,0.0,3.380239963531494,0.0,14.442184801077929,20.113562911748886,136.68325966596603,143.20502138137817,118.79359412193298,20174,20,174,�nimas Trujano,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051e,20.174551199268365,8.645187484485477,15.17512070000505,47.03470227313774,33.84574164483467,204.0471612980912,229.45947309046485,131.27178580601125,20191,20,191,San Juan Chicomez�chil,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051f,17.577608067648754,5.498569110461643,16.841208086694987,45.99029820220811,24.57393639524068,204.45273478201455,202.44920660768236,126.91525407944407,20196,20,196,San Juan Evangelista Analco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000520,0.5850884893110821,0.6103133464847427,1.7580528190093383,19.582232838730842,14.122429003839247,104.27985805213186,90.31213156080672,66.59177694117118,20178,20,178,San Juan Bautista Guelache,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000521,3.2250812738689025,2.9465591613926105,3.1053754055677953,27.362502008565325,25.783462888324884,173.4235449444447,138.72976952257443,100.8138820199824,20197,20,197,San Juan Guelav�a,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000522,0.0,1.770548026222254,0.0,1.5416262703909616,4.079896535895119,170.42666139667045,212.79201574899173,195.46236299609984,20180,20,180,San Juan Bautista Lo de Soto,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000523,0.0,2.990512614156686,0.0,7.361940045713209,8.15894241526587,203.50610034372292,165.17133096866877,51.34529651104105,20204,20,204,San Juan Lajarcia,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000524,6.256326154207178,4.3881050531680765,7.687378494082846,11.393462707096752,36.45401688279566,126.81863424828549,175.92977909917573,47.188620960723526,20181,20,181,San Juan Bautista Suchitepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000525,5.938658290269095,4.383703768348999,6.769210284249931,13.093813765202059,33.64835837148548,162.37681539206022,338.70423442249694,171.3528418379266,20480,20,480,Santiago Nundiche,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000526,176.41747264310618,35.158690723972796,75.92410855174334,81.63954085557639,25.623217871636488,358.5917159762579,663.4455201112224,451.4666313341145,20182,20,182,San Juan Bautista Tlacoatzintepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000527,0.0,2.8767673263999183,0.0,6.6319098363055105,40.77733718436114,104.07366184839562,226.4475196066327,165.04224911612988,20183,20,183,San Juan Bautista Tlachichilco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000528,78.41860613408781,29.120876050331223,25.866955528796556,105.9529127126708,46.34607793546407,349.13764032959375,617.4118013057349,439.5095254152032,20189,20,189,San Juan Comaltepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000529,0.0,1.8615747690200806,1.949951410293579,13.13232997059822,17.97596000134945,148.52613723278046,113.10666513442993,83.46984633803368,20192,20,192,San Juan Chilateca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052a,9.175096060429418,2.956495650998362,14.747223127971996,41.84135532664926,23.410737972068308,156.25823426699932,162.83911043801504,105.07084689370089,20193,20,193,San Juan del Estado,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052b,8.061980262519082,6.132838053541537,8.091074428573755,36.507623785919336,22.533746631575298,219.47363258987326,179.51609741620751,110.16468431722365,20194,20,194,San Juan del R�o,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052c,7.77337116320928,2.7619467782974247,6.745946738719942,9.003283496821922,28.596188317735994,164.5504924209913,266.96942245960236,138.96597306023043,20195,20,195,San Juan Diuxi,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052d,1.6813986015319824,2.165358708169725,0.0,8.090266768601206,42.152527039580875,99.91440466162231,241.73819663577612,140.1396179274718,20199,20,199,San Juan Ihualtepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052e,11.543629450604842,9.399643089845911,11.414486290561118,37.98638908319504,21.40884052924125,266.07209941150956,276.5417782604365,140.81434328871097,20200,20,200,San Juan Juquila Mixes,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052f,37.11308424007843,20.91118098690302,14.154245699095032,74.11617111064639,43.35431555655487,293.94594830324036,422.36358616955545,230.2222026915471,20201,20,201,San Juan Juquila Vijanos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000530,4.212742465846944,6.6310177958104255,0.0,6.210495634295964,20.51257604440792,237.42105071393817,200.55287819604624,295.49101609540696,20202,20,202,San Juan Lachao,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000531,0.0,1.68178214079394,0.43368304940698976,7.135407245605698,10.024091408845852,139.91251595038415,91.5019738738881,73.47854820227131,20203,20,203,San Juan Lachigalla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000532,8.28005436580338,5.581972162945476,1.046713371282047,11.665831445503896,38.988465649655275,147.3518057328628,374.5101982520596,152.14877768882147,20210,20,210,San Juan �um�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000533,11.532242800003479,8.41058045103378,2.3051492265358418,10.423376390654068,39.142496335886655,201.0756034143269,489.58577145528557,262.9779820146097,20208,20,208,San Juan Mixtepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000534,18.660233412840352,14.358564098429238,0.9166380719553611,6.353069349622493,21.190345255999322,315.2373115953451,249.21912437714406,190.37610409339396,20209,20,209,San Juan Mixtepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000535,11.294517414507855,5.139681208147788,4.226286080289394,9.370672359529188,29.2660881885312,172.37150581015482,368.37840029223867,343.21723633328236,20566,20,566,San Mateo Yucutindoo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000536,8.657845346785303,3.6952814593243954,6.9889107524459035,18.22125948448457,30.80558324838752,148.9433538464468,203.09434416045002,88.27018494537073,20215,20,215,San Juan Sayultepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000537,9.446654200748362,0.9770508738170829,0.15796778213725005,7.010808834508305,32.862834673308036,178.17119742101013,319.28100816266186,232.9425699738072,20218,20,218,San Juan Teita,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000538,1.1928115929012018,1.1932734204197089,2.120622863551014,12.299394582863135,16.800378268496203,162.2520668005202,115.89913940390667,85.63207535248148,20284,20,284,San Miguel Tilqui�pam,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000539,35.76045154793862,20.59134681093181,13.463640272983014,69.40191729617304,42.702866338787636,283.5829393980693,397.32338204120566,232.8217522812767,20216,20,216,San Juan Taba�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053a,7.14172545331358,3.18417151789452,5.38310924255798,14.902027219744207,32.68126725117161,165.85839405631896,263.2051761785325,152.91191953602768,20217,20,217,San Juan Tamazola,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053b,2.7475201054203806,3.0043739422450155,2.125152732004362,20.56856957252311,19.369246527614866,174.40955860435463,154.5587342648785,97.75052898076252,20219,20,219,San Juan Teitipac,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053c,10.918370975685878,4.288495885176261,5.397815212863283,22.66619850714818,35.88295745542532,133.59436762683302,240.10169884204234,76.6476038312109,20221,20,221,San Juan Teposcolula,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053d,32.59972340967,14.899405983639628,20.361354741445123,68.05018435612186,40.04689018865006,311.175996094672,425.51638696849164,265.4425307569907,20222,20,222,San Juan Yae�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053e,34.029033849316264,18.180678582960557,17.441897165390756,72.16634593663679,38.75710907217957,287.7109031648405,381.4975555750632,248.40644789991842,20223,20,223,San Juan Yatzona,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053f,36.14309169859162,19.23339519201149,18.255576553145005,75.93984553951243,42.61659759595132,300.7324336080651,420.4162791786393,241.6204082528958,20541,20,541,Tanetze de Zaragoza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000540,7.334819027606178,2.661502162615458,7.091585332856459,19.98139950139996,29.084588964049715,128.1989246212384,153.13846802711487,69.71924223772743,20224,20,224,San Juan Yucuita,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000541,5.744942643293521,2.059468070181405,0.0,0.37162178577628086,8.58676529669665,176.87688359739337,256.78147229964173,241.17472588991737,20225,20,225,San Lorenzo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000542,9.096295617886103,8.957001297921636,0.0,6.728886433676151,24.327478625397244,234.3947591562166,637.1961828897003,438.2048220330097,20016,20,016,Coicoy�n de las Flores,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000543,8.189356322935563,5.975463520378107,5.115932385109579,35.47850980650276,23.328828989176362,207.02938850562745,177.2039289441517,114.66604576140722,20226,20,226,San Lorenzo Albarradas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000544,60.18699255237332,12.78970495446936,17.525039301290143,30.663813262984352,15.498427336479164,300.19015587092224,462.3998123515736,307.9485968258474,20228,20,228,San Lorenzo Cuaunecuiltitla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000545,6.842850383364812,2.91191907522037,0.0,7.58924579007674,26.132950039482765,199.23575500284153,240.89374220472104,275.2465764171178,20229,20,229,San Lorenzo Texmel�can,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000546,27.39983893029484,16.5735886377919,12.29724928238309,38.00923679265148,25.67555707528368,342.0304716618107,491.56745204272636,241.4185727909626,20231,20,231,San Lucas Camotl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000547,123.30281128343361,36.657404976137,66.54796587534936,69.53172279519187,14.385320526759903,425.1294827486725,838.2344328523043,612.2169102517129,20232,20,232,San Lucas Ojitl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000548,52.78246703973184,10.330053898004385,18.40449425703162,33.64816878457925,12.767040308232753,251.01391112056749,378.2628927097454,234.59504523956696,20234,20,234,San Lucas Zoqui�pam,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000549,0.0020450780773086184,2.3658651994643103,0.0,5.938662679632648,8.818118566207717,156.93768998328895,92.85864327766504,73.86280677558622,20235,20,235,San Luis Amatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054a,10.58297141854481,12.21276873311689,1.3412284005072812,5.092379386291429,17.942357649854436,286.98909718349415,248.28714383750835,229.0061366122256,20236,20,236,San Marcial Ozolotepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054b,6.813218611542896,5.28523975803006,7.29753989109429,14.765362536634807,40.00149846269238,153.77764731004672,323.62498201734275,129.41973797480264,20239,20,239,San Mart�n Huamel�lpam,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054c,10.95673660385851,9.333249156444218,6.3019641992565445,11.461776263559107,30.730549421526373,236.99885149749062,561.7893886442766,379.13807883588754,20240,20,240,San Mart�n Itunyoso,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054d,2.859914281866052,6.581448104355361,0.0,4.912065203700747,24.944431322125283,154.205999817167,160.80475074118308,118.87279265071008,20241,20,241,San Mart�n Lachil�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054e,6.749535438613093,10.483515125487502,0.0,8.88198444015718,39.22080828000746,208.76107873078692,477.6340720309038,330.14194939684523,20242,20,242,San Mart�n Peras,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054f,0.0,2.109851686850838,2.6948371209960054,10.791071377659456,18.391261014889402,151.24549731396246,158.4769519020394,105.05056172854084,20243,20,243,San Mart�n Tilcajete,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000550,7.000492984402008,2.7060936991719236,2.545173086118007,10.995217867647773,7.875723783480193,120.72354637017555,161.44185323646101,93.37200131148533,20244,20,244,San Mart�n Toxpalan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000551,82.77409994191135,16.920454082817866,33.847658979481665,48.27048524687516,16.00482394719689,336.5580495118067,533.5784169065541,332.44016790595543,20249,20,249,San Mateo Yoloxochitl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000552,0.31364229126731963,5.118451412146851,1.1075207434292855,8.19675597920467,28.417186989247618,507.83766272568045,323.17738205277107,161.3422656891155,20525,20,525,Santo Domingo Zanatepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000553,1.610553411421952,4.216741593654263,0.0,3.5984885724023776,14.130271436182834,209.41957967320585,140.9134672782058,224.03488331156254,20526,20,526,Santos Reyes Nopala,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000554,2.7239772233557193,3.750091788616586,8.159553946332728,8.953019985062207,44.64710500360803,100.48416558322198,235.51923169100536,108.4086398494212,20245,20,245,San Mart�n Zacatepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000555,11.812330701819391,7.959313852254208,2.4232864912691823,10.592029622804297,31.16800692707771,222.49687750102703,446.8156749981521,287.3907952595241,20269,20,269,San Miguel el Grande,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000556,15.827535910636,7.514733424097854,8.60623840663744,27.528917709400194,29.463519228402504,191.4881230161427,229.07525469797739,106.15477686768733,20247,20,247,Capul�lpam de M�ndez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000557,7.105433912560491,3.8102983909078167,6.571767606357537,15.537914291024208,27.886587810988473,154.39233104899378,198.60042913833468,90.4355567566829,20250,20,250,San Mateo Etlatongo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000558,7.1096191711711425,2.869307828028865,4.07585564290426,6.662469143604245,29.771888324764625,146.30179922949654,268.4616279732963,206.59918461489602,20255,20,255,San Mateo Sindihui,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000559,7.79747337710089,3.8815003769809135,2.76912942299476,7.940781128676046,29.375065024764023,181.8805561789356,330.83014720789856,209.87277542169275,20252,20,252,San Mateo Pe�asco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000055a,24.454937815267503,21.802520751953125,23.611750403375527,89.65576559175615,41.46640861079246,269.8596280805243,305.90437649883154,198.35887076703202,20257,20,257,San Melchor Betaza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000055b,5.612142711877823,1.6287114223515669,7.011777789608853,9.565833683251531,29.89639499934541,152.3398171653216,241.72489828435153,130.6942713185138,20258,20,258,San Miguel Achiutla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000055c,0.08270383764196325,3.068797144309553,0.03520763740337715,6.818564440527803,37.40340490907273,94.97654521169643,217.50222428765878,153.31139860913237,20259,20,259,San Miguel Ahuehuetitl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000055d,29.38592796154969,7.433873891248462,18.31898197728119,73.40826100117677,32.973980103473146,240.514635055942,284.60335316630864,184.41450419364855,20260,20,260,San Miguel Alo�pam,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000055e,0.0,3.5415304655669835,0.0,5.737088563790009,14.155060491094025,130.00022784740693,95.9118082907892,71.78715901028725,20268,20,268,San Miguel Ejutla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000055f,102.774151207419,23.23368342203252,38.97515258789062,60.475663918201974,19.133300179111604,304.86462512020677,468.23040134766524,270.20443942126104,20276,20,276,San Miguel Santa Flor,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000560,9.625694143070895,4.286281662828783,6.9853560882456165,12.54949884313871,31.095056521541927,163.63620366839803,233.96722609576054,108.16053561445543,20281,20,281,San Miguel Tecomatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000561,7.652825347947568,3.228235663036575,1.5012287377468687,9.00256141531199,34.45080229603149,155.7538771094366,259.6865093901806,200.3873243677321,20274,20,274,San Miguel Piedras,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000562,10.40476780421492,8.783699598519696,6.533026874583699,9.210848681317588,27.940945017575352,262.6638842814211,530.7283079492873,381.60781132034634,20532,20,532,Santo Tom�s Ocotepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000563,33.834293233875066,19.353291228498083,15.865906251175414,66.75448105363066,43.575730581477366,293.159619948251,390.2569235475392,242.56942813202653,20280,20,280,Villa Talea de Castro,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000564,8.83644248170704,11.034388216570717,0.13990939758472676,6.995871662977353,19.190617298542733,234.28261832637222,230.37729822618297,190.5924546020283,20533,20,533,Santo Tom�s Tamazulapan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000565,0.02448408139018586,0.5960234375045704,0.4286559047028662,8.762844025850677,15.570036263321157,157.964174011264,96.09928621194616,67.94617165030003,20368,20,368,Santa Catarina Minas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000566,10.5723465000362,3.428399581110066,0.0,1.5756223508681,6.204509895088164,311.02038152567326,169.5400463905318,68.60974125572638,20282,20,282,San Miguel Tenango,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000567,5.417272214924399,5.182438369058518,0.0,4.199841084331882,8.30941078507735,263.9571402126203,183.96888688224354,63.024680836190704,20052,20,052,Magdalena Tequisistl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000568,8.149820380589214,1.2932471987006497,4.571677314800567,15.236548615506374,21.65061048110728,133.3963633409307,164.54455396190045,46.67994023718905,20283,20,283,San Miguel Tequixtepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000569,8.070324552874277,6.708024488758836,0.0,7.475438857327516,32.971807556274605,181.19966090744373,240.2221547028957,209.27128843884182,20535,20,535,San Vicente Lachix�o,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056a,5.226548435771934,2.044777116913726,0.0,8.122639024098005,43.071673480496884,151.45453657188276,347.6539215069133,193.44118616188533,20286,20,286,San Miguel Tlacotepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056b,5.1843691385380355,0.19241140949886476,1.8460638913338492,2.1920013233952456,7.406816813977844,163.61824697055624,222.71235109551606,212.97369936830265,20285,20,285,San Miguel Tlacamama,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056c,30.479895413623137,14.4730807725121,12.549356612037208,62.91870585925437,36.98169586211443,267.46633369203875,363.55191272286805,188.67284890588593,20288,20,288,San Miguel Yotao,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056d,0.0,6.9921431579287106,0.0,5.210618431369464,15.946198721371948,165.6446194837964,116.12160029676228,115.04522403861797,20289,20,289,San Nicol�s,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056e,3.513669037818909,0.506948447227478,6.406082334518433,8.884354188968429,48.161124058961875,97.50185875974597,253.00382969379424,132.22189310222865,20290,20,290,San Nicol�s Hidalgo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056f,16.37318906483688,10.000859454297647,7.510326196077305,25.26110413371857,39.748673899765095,190.0419525949974,336.6824507735846,232.3566005196159,20292,20,292,San Pablo Cuatro Venados,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000570,2.3696577284071183,3.153262592497326,2.6269227767747547,26.119524296550527,24.814365352134384,169.84879551520424,135.747118715256,100.07015280638421,20380,20,380,Santa Cruz Papalutla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000571,4.689151053537022,3.418688284808939,13.174131569266319,39.63738428126936,25.54520096475766,161.5770064764402,168.36105556813152,113.98186056918719,20294,20,294,San Pablo Huitzo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000572,2.9705531355388173,6.729792742881623,0.0948929314374107,1.2091516724417393,6.129529938340656,450.9028093713529,200.81118985648752,76.85450124924559,20043,20,043,Juchit�n de Zaragoza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000573,3.3876203620244585,4.168137709299723,2.520405923247968,5.561290105868397,22.489773224940688,131.3889530871911,178.4709629205169,125.32874512246677,20295,20,295,San Pablo Huixtepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000574,0.0,3.0765680498198456,0.0,4.985159692403517,9.556694815523528,166.94255878737096,119.21488477368104,74.6874596633409,20538,20,538,Sitio de Xitlapehua,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000575,43.138736162535025,12.491040841174703,28.036555265321084,76.74713414517217,28.74436256748248,269.51739753221784,328.33239672133817,197.13192991116784,20296,20,296,San Pablo Macuiltianguis,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000576,12.167600783157722,2.4737756470311707,1.2020230773862013,8.932803800899165,32.25951175207058,179.83256789013345,371.92800187736367,271.70957774246216,20297,20,297,San Pablo Tijaltepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000577,4.1312118534374,1.1894221089103005,8.05090247193484,29.116275107941114,23.424827787485114,137.18627505209437,142.88764962312337,73.18897175177456,20304,20,304,San Pedro Coxcaltepec C�ntaros,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000578,20.174187231220696,31.831198077452814,22.95884099445845,93.05095244819843,44.73398782293264,271.11060345996367,290.40359883559375,173.25147270097546,20299,20,299,San Pablo Yaganiza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000579,4.2822370479029415,2.9436417535431754,0.0,2.2740321779759705,7.819376900414608,206.73925617285946,402.70589025481036,333.8011633449485,20300,20,300,San Pedro Amuzgos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
